eCRIS Contract Nbr,Funding Source Id,Funding Source Name,Funding Source Type,Funding Source Nbr
DR00001531,ID00000008,Janssen Scientific Affairs LLC,Industry,JNJ-39039039 ; BAY 59-7939
,ID00006158,Forest Research Institute,Industry,
,ID00004456,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
,IDM0000673,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
,IDM0000656,Society of Family Planning (SFP),Foundation,
,ID00005809,Astellas Pharma Global Development Inc,Industry,Protocol #9785-CL-0401/INDUSTRY
,ID0000002442,DHHS NIH Natl Inst on Drug Abuse,Federal,
,ID0000001513,Immune Response Corporation,Industry,
,ID00004709,DHHS Agency for Hlthcare Rsch and Quality,Federal,
,IDM0001092,DHHS Agency for Hlthcare Rsch and Quality,Federal,HS017582
,ID00005340,Genentech Inc,Industry,
,ID00007872,"Medtronic Sofamor Danek USA, Inc.",Industry,
DR00000831,IDM0002411,Novartis Pharmaceuticals Corporation,Industry,
DR00002088,ID00005985,Novartis Pharmaceuticals Corporation,Industry,
DR00002164,ID00007634,Novartis Pharmaceuticals Corporation,Industry,
,ID00004549,Abbott Laboratories,Industry,ABT-620
,ID0000001051,Glaukos Corporation,Industry,GC-003
DR00001097,IDM0000373,ContraMed LLC,Industry,
,ID00003002,Abbott Laboratories,Industry,
,ID00010702,NIH Common Fund,Federal,UWSC8783
,ID00002168,Bill & Melinda Gates Foundation,Foundation,Bill & Melinda Gates Foundation Funding Opportunity No. OPP1107409
,ID00005782,Excited States LLC,Industry,INDUSTRY
DR00000292,ID00007152,Eisai Inc,Industry,
,ID00000914,Eli Lilly and Company,Industry,H8O-US-B004
,ID00005889,Eli Lilly and Company,Industry,
,ID00009487,Leukemia and Lymphoma Society,Foundation,
,ID00012338,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
DR00002431,ID00011698,Univ. of Pennsylvania,Academic Institution/Univ,
,ID00012931,Prospect Creek Foundation,Foundation,
,ID00012946,Prospect Creek Foundation,Foundation,
,ID00012947,Prospect Creek Foundation,Foundation,
,ID00012932,Prospect Creek Foundation,Foundation,
,ID00012940,Prospect Creek Foundation,Foundation,
,ID00012944,Prospect Creek Foundation,Foundation,
,IDM0001296,VGTI Florida,Foundation,
DR00000358,ID00007730,DHHS NIH Natl Cancer Inst,Federal,PCR and Patient Studies Funds: NIH COG Phase I Grant
DR00000028,IDM0001095,Vertex Pharmaceuticals Inc,Industry,
,ID00011445,Aptalis Pharma Inc,Industry,
,IDM0000040,Shriners Hospitals for Children - Tampa,Medical Center/Hospital,
,ID00008146,"American Heart Association, Inc.",Foundation,17GRNT33670334
,ID00011775,"American Heart Association, Inc.",Foundation,17SDG33350075
,ID00008291,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,K23HL131440
,IDM0000981,OCTRI,Federal,
,ID00012089,Foundation for Excellence in Mental Health Care,Foundation,
DR00001676,ID00002411,Boehringer Ingelheim Pharmaceuticals Inc,Industry,
,IDM0000624,Medical Research Foundation of Oregon,Foundation,
,ID00007207,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,
,ID00012163,DHHS NIH Natl Library of Medicine,Federal,1T15LM009461
,ID00008390,DOD,Federal,PT160162
DR00000519,IDM0000639,F. Hoffmann-La Roche Ltd,Industry,
,ID00004141,Cold Genesys Inc,Industry,
,IDM0001446,U.S. Dept of Education LOC,Federal,CFDA84.133G-1
,IDM0000946,Susan Thompson Buffett Foundation,Foundation,
,ID00012171,Oregon Health Authority,State Oregon,
,IDM0002982,American Hearing Rsch Fnd,Foundation,
DR00001632,IDM0003028,Novo Nordisk Inc,Industry,
DR00001487,IDM0000506,Lundbeck LLC,Industry,
,ID00011563,Collins Medical Trust,Foundation,
,IDM0000752,OHSU School of Nursing,Foundation,
,ID00006995,OHSU Knight Cancer Institute,Foundation,P30-CA069533
,ID00003697,OHSU Knight Cancer Institute,Foundation,
DR00002106,IDM0001076,Merck Sharp & Dohme Corp,Industry,MK-3475-052-01
DR00000996,IDM0001076,Merck Sharp & Dohme Corp,Industry,MK-3475-052-01
DR00001178,IDM0002540,Merck Sharp & Dohme Corp,Industry,
,ID00004307,OHSU Knight Cancer Institute,Foundation,
,ID00001954,OHSU Knight Cancer Institute,Foundation,
,IDM0000708,OHSU Knight Cancer Institute,Foundation,
,ID00000714,Bayer,Industry,
,ID0000001598,"Pfizer, inc.",,
,ID0000003559,Unfunded,,
,ID0000002869,Kaiser Community Fund,Foundation,NA
,ID00002912,Maternal and Child Health Bureau,Other Federal,B04MC08902-01-05
,ID0000000701,Abbott,Industry,
,ID00003320,"Millennium Pharmaceuticals, Inc.",Other,
,ID00003802,Unfunded,Other,
,ID0000000687,NCI/COG,Other Federal,
,ID00000234,Unfunded,Other,
,ID00004825,Dotter Interventional Institute,OHSU,
,ID00002668,Southwestern Oncology Group,NIH,
,ID0000001709,NIH,NIH,AG 06457
,ID00002256,none,Other,none
,ID0000002678,Submitted,NIH,
,ID0000002867,UNFUNDED,,
,ID00002489,Southwest Oncology Group,NIH,
,ID0000005030,NIDA,NIH,K23 DA020487
,ID00003319,Southwestern Oncology Group,NIH,
,ID00002210,Unfunded,Other,
,ID00004348,"Genentech, Inc",Industry,
,ID00001715,Unfunded,Other,
,ID0000002690,Unfunded,,
,ID0000001312,Unfunded,Other,
,ID00002600,Unfunded,Other,
,ID00004533,"Otonomy, Inc.",Industry,
,ID0000000558,University of Rochester,,
,ID00002390,OCTRI,NIH,
,ID0000000394,General Clinical Research Center,Other,
,ID00000217,None,Other,
,ID0000000225,"Organon USA, Inc.",Industry,
,ID0000001337,Astra Zeneca,Industry,
,ID0000001110,Unfunded,,
,ID00004061,"Sigma Progress, Inc ",Industry,
,ID00001285,University of Pittsburg,Other,
,ID0000004365,BiogenIdec,Industry,007-06-AVX
,ID00002265,Unfunded,Other,
,00001829,NIH,NIH,1 R21 EY022009
,ID0000005154,University of Wisconsin Department of Otolaryngology,Other,
,ID0000000859,VA Merit Review,Other Federal,VA#08-1904
,ID0000001586,Department of Behavioral Neuroscience-Start-up Funds,OHSU,
,ID0000003435,non-funded,Other,
,ID0000001974,NCI/COG,Other Federal,
,ID00000415,Unfunded,Other,
,ID0000001124,NHGRI,NIH,
,ID0000000667,unfunded,,
,ID00004741,NIH,NIH,
,ID0000002122,unfunded,,
,ID0000001106,Unfunded,,
,ID00000942,OHSU - OCTRI,OHSU,OCTRI Pilot Project Program
,ID00005146,Internally Funded,Other,
,ID00000694,"Amgen, Inc.",Industry,
,ID00002121,AstraZeneca,Industry,
,ID0000000177,"Amgen, Inc.",Industry,20050113
,ID0000002713,NIMH,NIH,
,ID0000001333,US Department of Education /OSERS,Other Federal,42419
,ID0000004239,Jaeb Center for Health Research,NIH,
,ID0000000883,Medical Research Foundation,Foundation,
,ID0000001178,Southwest Oncology Group (SWOG),NIH,
,ID0000000559,GCRC MMSP Summer Award,OHSU,
,ID0000001352,NCI,Other Federal,
,ID0000004096,University of Kentucky College of Public Health,Other,
,ID0000005526,ORCCAMIND,OHSU,
,ID00004349,BioInvent International AB ,Industry,
,ID00003091,National Cancer Institute,NIH,
,ID00002259,California Health Care Foundation,Foundation,none yet
,ID0000000338,Unfunded,,
,ID0000003848,unfunded,,
,ID0000002226,Philips Ultrasound,Industry,
,ID0000001444,"ONO Pharma USA, INC",Industry,
,ID00001767,NCRR,NIH,1-K23-RR020049-05
,ID0000001197,NIAID,NIH,R01 AI057043
,ID00003128,NIDA,NIH,5 U10 DA013036
,ID00000709,Non-funded,OHSU,
,ID00000232,"Acorda Therapeutics, Inc. ",Industry,
,ID00003140,unfunded,Other,
,ID0000004209,Confluent Surgical Inc,Industry,
,ID00005502,UNFUNDED,Other,
,ID00003384,unfunded,OHSU,
,ID00000403,National Institute of Nursing Research,NIH,
,ID0000001577,Sanofi-Aventis Pharmaceuticals,Industry,
,ID00002080,Genzyme,Industry,
,ID0000002657,UCB Pharma,Industry,Protocol # C87042
,ID00000545,unfunded,Other,
,ID00002779,VGTI-Fl,Other,
,ID0000001058,Organon,Industry,
,ID0000001904,Unfunded,,
,ID00000272,unfunded,Other,
,ID00002739,test,Other,
,ID0000004932,Pfizer,Industry,
,ID00003710,Unfunded,OHSU,Internal department support
,ID00001291,Alex's Lemonade Stand Foundation,Foundation,
,ID00002708,Unfunded,Other,
,ID00002848,Internally,OHSU,
,ID00002380,NIH SBIR through E.I Spectra,NIH,2R44MH0796975-02A1
,ID0000001759,OHSU Hospitals and Clinics,,
,ID00000367,Yale University/ NHLBI/NIH,NIH,
,ID00002350,Keck Foundation,Foundation,
,ID00001128,medimmune,Industry,sponsor will pay additional IRB expenses
,ID0000004847,NMDP,Other,
,ID00001294,Vertex Pharmaceuticals Inc.,Industry,VX08-950-111
,ID00004292,OHSU Library,OHSU,
,ID00001465,NICHD and NIOSH,NIH,2U01HD059773-04
,ID0000002331,Ro1,NIH,grant # DK 066439-02
,ID00005151,Sonitus Medical Inc.,Industry,
,ID00003920,Pacific Northwest Agricultural Safety and Health Center,Other Federal,
,ID00001945,Unfunded,Other,
,ID00001977,Unfunded,Other,
,ID00003412,ACOSOG,NIH,
,ID0000002449,Internally funded,Other,
,ID0000000898,Alzheimer's Disease Cooperative Study,NIH,
,ID0000001298,NEI via Jaeb Center for Health Research,NIH,
,ID0000002543,"Amgen, Inc.",Industry,20050141
,ID0000000310,National Cancer Institute,NIH,
,ID00005144,Pending,Other,
,00000212,Huntington Study Group & Huntington Society of Canada,Foundation,
,ID0000004368,"Abaxis, Inc",Industry,2007-02
,ID0000003945,Biomedical Informatics Department,OHSU,
,ID00004487,unfunded,Other,
,ID0000005554,Bayer HealthCare Pharmaceuticals Inc.,Industry,Industrial Acct # 100088606
,ID00004111,unfunded,Other,
,ID0000003943,unfunded,,
,ID0000003335,Unfunded,,
,ID00005544,Unfunded,OHSU,
,ID0000004803,GCRC/OCTRI,NIH,
,ID0000001168,Department of General Surgery,OHSU,
,ID00000293,"Novartis Pharmaceuticals, Inc IRB FEES WAIVED",Industry,
,ID00003472,Unfunded,Other,
,ID0000000209,Unfunded,,
,ID0000000250,RTOG,Other,
,ID00002306,Unfunded,OHSU,
,ID00001189,Baxter Bioscience,Industry,
,ID0000002493,Unfunded,,
,ID0000001691,OHPR,Other,
,ID00003047,Novartis ,Industry,
,ID00000523,unfunded,Other,
,ID0000004373,Unfunded,Other,n/a
,ID0000005068,Unfunded,Other,
,ID0000004248,Anesiva Inc,Industry,113-02P
,ID0000001648,Oregon Office of Medical Assistance Programs,Other,
,ID0000002614,Unfunded,OHSU,
,ID00001110,Unfunded,Other,
,ID00002963,unfunded,Other,
,ID00004925,Unfunded,Other,
,ID0000000397, American Academy of Child & Adolescent Psychiatry,Other,
,ID00004971,University of Arizona Subcontract,NIH,
,ID0000004181,American Society of Clinical Oncology,Foundation,
,ID0000001496,Biogen Idec,Industry,
,ID0000002761,NIH,NIH,
,ID0000004276,F. Hoffman-La Roche Ltd,Industry,
,ID00000852,"NICHD, NINR",NIH,
,ID00001098,unfunded,Other,
,ID0000005429,Roche ,Industry,PI-initiated grant 
,ID00000417,Infectious Disease Society of America,Foundation,
,ID0000000816,"Elan Pharmaceuticals, Inc.",,
,ID0000002528,Unfunded,,
,ID00004932,unfunded,Other,
,ID00002186,Verax Biomedical Inc.,Other,
,ID0000003466,combination of internal funding and Nestle USA,,
,ID0000001775,AnorMED Inc.,Industry,AMD3100-2104
,ID0000000461,National Library of Medicine,NIH,LM 06942-02
,ID00000138,NIAID,NIH,
,ID0000002271,EMF,Foundation,
,ID0000000369,unfunded,,
,ID0000003524,Amgen,Industry,
,ID0000001253,unfunded,,
,ID0000004345,Johnson & Johnson,Industry,C-2006-004
,ID00000948,Internal,OHSU,
,ID00001373,NIH/NEI,NIH,P30 EY010572
,ID0000002390,Alexion Pharmaceuticals,Industry,
,ID00004528,Non-funded,Other,
,ID00004693,NIMH,NIH,1 R34 MH092503-01A1
,ID00002790,OCTRI,OHSU,
,ID0000000282,BioMarin Pharmaceutical Inc.,Industry,BMRN-PKU-001
,ID00003896,Hyundai Hope on Wheels,Other,
,ID00001453,"Sinexus, Inc.",Industry,
,ID00004555,Unfunded,Other,
,ID00002652,unfunded,Other,
,ID0000002101,Internal,OHSU,
,ID00002653,Southwestern Oncology Group,NIH,
,ID0000005504,Cell Therapeutics Inc.,Industry,
,00000408,Unfunded,Other,
,ID0000002660,Centers for Disease Control & Prevention,Other Federal,
,ID00003955,unfunded,OHSU,
,ID00003096,NIH/NIDA,NIH,R01 DA029716 
,ID00002690,Southwestern Oncology Group,NIH,
,ID0000003236,Southwest Oncology Group (SWOG),NIH,
,ID0000000647,Medical Research Foundation,Foundation,GBMEN0007
,ID00005129,Vertex Pharmaceuticals,Industry,
,ID0000000670,NIH/ORCCAMIND ,NIH,P50 AT00066
,ID00004270,Internally funded,OHSU,
,ID00001536,Unfunded,Other,
,ID0000000652,The GLAXOSMITHKLINE Group of Companies,Industry,
,ID00004244,Unfunded,Other,
,ID00000697,Medical Research Foundation,Foundation,
,ID00001225,OHSU,OHSU,
,ID0000004163,Internal funding,Other,
,ID0000002426,National Institute on Drug Abuse,NIH,U10 DA013036
,ID0000004865,Unfunded,OHSU,
,ID00000210,Given Imaging Ltd.,Industry,MA- 76
,00000744,National Institute of Neurological Disorders and Stroke (NINDS),NIH,F09-04881
,ID00003176,OCTRI,OHSU,
,ID0000002326,None,,
,ID00001420,test,Industry,
,ID0000000526,National Eye Institute,NIH,
,00000942,Private donor,Other,
,ID0000000984,NIH,NIH,
,ID0000000042,"National Heart, Lung and Blood Institute",NIH,NIH Grant Number 1 U01 HL071556-01A1
,ID0000000892,unfunded,,
,ID0000004344,unfunded,OHSU,
,ID0000004852,Unfunded,Other,
,ID0000001785,Alzheimers Association,,ETAC-05-14453
,ID00004353,Unfunded,Other,
,ID00000168,Department of Defense,Other Federal,W81XWH07-1-0007
,ID00001312,NIDDK,NIH,
,ID0000005095,Unfunded,OHSU,
,ID00004178,unfunded,Other,
,ID00001543,OHSU,OHSU,
,ID0000002474,Unfunded,,
,ID00001741,Genentech,Industry,RO4964913
,ID0000005334,"Genentech, Inc.",Industry,
,ID00001220,Medical Research Foundation,OHSU,
,ID00001283,Actelion Pharmaceuticals Ltd.,Industry,
,ID0000002424,Internally funded,NIH,RO1NR02696-06
,ID0000002561,Medical Research Foundation,Foundation,
,ID0000003243,Dermatology Foundation,Foundation,
,ID0000000542,"Pfizer, Inc.",Industry,
,ID00002654,Southwestern Oncology Group,NIH,
,ID00000453,National Institute on Aging,NIH,P30 AG024978-04
,00000650,"Guidant Endovascular Solutions, Inc. ",Industry,PROTOCOL 05-716 (AMENDMENT TO CAPTURE 04-715)
,ID0000004296,Unfunded,Other,
,ID00002161,Grant - Trans-NIH Recovery Act Research Support,NIH,
,ID0000003023,Unfunded,,
,ID0000003955,National Institute on Drug Abuse (subaward from University of Wisconsin),NIH,R01 DA020832
,ID00001838,Genentech - IRQ & Waiver of Oversight fees waived,Industry,
,ID0000002844,NSABP,NIH,
,ID0000001114,Unfunded,Other,
,ID0000001420,Family of girl,Other,
,ID0000001438,Unfunded,,
,ID0000001277,Unfunded,,
,ID00000759,LifeCell,Industry,LFC 2007.02.01
,ID00000961,unfunded,Other,
,ID00002977,The study is unfunded,Other,
,ID0000004225,OCTRI-Pending,OHSU,
,ID0000003233,Grant,OHSU,
,ID00000538,"Astellas Pharma US, Inc.",Industry,
,00000470,National Institute on Drug Abuse/NIH/DHHS ,NIH,
,ID0000001433,Food and Drug Administration,Other Federal,FD-R-002555-01
,ID0000002375,Unfunded,,
,ID00001403,Unfunded,Other,
,ID0000000455,NCI/COG,Other Federal,
,ID0000004217,Unfunded,Other,
,ID0000000532,National Institute on Disability and Rehabilitation Research,Other Federal,
,ID0000005204,Canadian Uro-Oncolgy Group,Other,CURC/CUOG - AVIAS - 0601
,ID00004261,Unfunded,Other,
,ID00001769,Internally Funded,Foundation,586358F
,ID0000005332,Unfunded,Other,
,ID0000004947,Unfunded,Other,
,ID0000002825,Unfunded,,
,ID0000000718,NeoPharm PREPAID NO FUTURE IRB FEES,Industry,IL13PEI-301-R02
,ID00001816,Unfunded,Other,
,ID0000000217,Southwest Oncology Group,Other,
,ID00005337,Unfunded,Other,
,ID0000001932,unfunded,,
,ID0000002074,Unfunded,,
,ID00001233,HRSA MCH Research Program,Other Federal,
,ID0000000888,VA Cooperative Studies Program,Other Federal,
,ID00002030,Unfunded,Other,
,ID0000000434,"Genentech and Biogen Idec, Inc.",Industry,
,00000260,Unfunded,Other,
,00000312,Biovitrum. Waived CS,Industry,
,ID0000001163,Organon,Industry,
,ID00000467,Glaucoma Research Foundation,Foundation,
,ID0000002649,National Cancer Institute,NIH,5 K23 CA100394-03
,ID0000002111,Unfunded,,
,ID00002450,Unfunded,OHSU,
,ID00001783,Genentech - ,Industry,
,ID0000005508,OCTRI,OHSU,
,ID0000000880,Non-funded,,
,ID0000004251,Dean of Medical Education & Oregon Clinical and Translational Research Institute (OCTRI),OHSU,
,ID0000002137,NIH-NIDA,NIH,
,ID0000001891,OB/GYN Department,Other,
,ID0000002652," University of Pittsburgh Cancer Institute, Dr. Chandra Belani",Industry,
,ID00002679,Southwestern Oncology Group,NIH,
,ID00000831,COG/NCI,Other Federal,
,ID00005293,unfunded test study,Other,
,ID00001126,unfunded,Other,
,ID0000002386,UNFUNDED,,
,ID00002461,CDC,Other Federal,1U48DP001937-01
,ID00000407,OCTRI,OHSU,
,ID00000255,NLM / NIH,NIH,K22 LM 8427-03
,ID00004671,NIA,NIH,P30AG024978
,ID00004034,Bone Marrow Transplantation Clinical Trials Network,NIH,
,ID00004735,Unfunded,OHSU,
,ID00003968,Internally Funded,OHSU,
,ID00001513,Building Geriatric Nursing Capacity Scholars Program,Foundation,07-239
,ID0000001221,US Department of Education,Other Federal,CFDA 84.324R
,ID0000004930,Mayo Clinic,Other,
,ID0000000427,Internally funded (OGI),,
,ID0000002966,Sanofi-Aventis,Industry,HMR 1964A/3515
,ID0000001356,Unfunded,,
,ID0000004754,Jaeb Center,NIH,
,ID00002571,unfunded,Other,
,ID00001026,National Institute of mental Health,NIH,R01-2MH59105
,ID0000001680,Center for Healthy Aging,OHSU,
,ID00001851,NCI/COG,Other Federal,
,ID0000004850,Unfunded,Other,
,ID0000002777,NINR,NIH,7R01NR008579-03
,ID0000000438,NIH/NIA subcontract,NIH,10229919
,ID00000534,Nancy Lurie Marks Family Foundation,Foundation,na
,ID0000001315,Antigenics,Industry,
,ID00003613,Tactical Therapeutics,Industry,
,ID00000136,Alex's Lemonade Stand Foundation,Foundation,
,ID0000001138,Salmedix Inc.,Industry,
,ID00001815,Micrus Endovascular Corp.,Industry,
,ID00000420,AHRQ,Other Federal,5 K08 HS016181
,ID0000001711,"Millennium Pharmaceuticals, Inc.",Industry,C03001
,ID00005284,unfunded,Other,
,ID00000861,Novonordisk,Industry,
,ID00004705,Unfunded,Other,
,ID0000001027,Unfunded,,
,ID0000000926,NIH/NCI,NIH,R03 CA113084-01
,ID0000003429,National Institute of Occupational Safety and Health ,NIH,
,ID0000002210,Internal funding,,
,ID0000000281,not funded,,
,ID0000002483,NIDCD,NIH,
,ID00004387,NIH Natl Inst Child Health & Human Dev,NIH,
,ID00002185,unfunded,Other,
,ID0000005540,Unfunded,Other,
,ID0000001297,Unfunded,,
,00000988,Tuberous Sclerosis Alliance,Other,
,ID0000001927,"Pfizer, Inc.",Industry,
,ID0000001137,Ortho-McNeill Pharmaceuticals,Industry,
,ID0000000270,Unfunded,,
,ID0000003453,Unfunded,OHSU,
,ID0000002749,NCI,Other Federal,
,ID00000347,Unfunded,Other,
,ID00002902,Industry,Industry,
,ID0000002715,AHRQ,Other Federal,290-02-0008 (subcontract from Indiana University)
,ID00003807,IMANA ,Foundation,
,ID00001246,Bone Marrow Transplant Clinical Trials Network,NIH,
,ID0000000326,NovoNordisk,Industry,BIAsp-2191
,ID00001011,unfunded,Foundation,
,ID0000004106,Southwest Oncology Group,NIH,
,ID00003655,"Genentech, Inc",Industry,GAO4753g
,ID00002035,Southwest Oncology Group,NIH,
,ID00000941,OHSU Foundation/Friends of Doernbecher,Foundation,
,ID0000001109,N/A,,
,ID00000816,Non-funded,Other,
,ID00002164,AstraZeneca,Industry,
,ID0000001890,Unfunded,,
,ID00003201,Unfunded,Other,
,ID00005309,University of Massachusetts,Other,Sponsored by Genetech/Industry
,ID00001722,Unfunded,Other,
,00002158,Unfunded,Other,
,ID0000001565,Unfunded,Other,
,ID0000003496,Foundation of Research and Education of AHIMA (funding has been applied for but not accepted yet),Foundation,
,ID0000005515,Osmetech,Industry,
,ID0000005212,National Institutes of Health/Natinal Institues of Allergy and Infectious Disease,NIH,
,ID0000001957,"Roche Pharmaceuticals, Inc - Roche Laboratories Investigator Initiated Research Program",Other,
,ID0000002008,GlaxoSmithKline,Industry,
,ID00001194,NIH,NIH,
,ID0000002262,None,Other,
,ID00001135,OHSU Department of Radiation Medicine Internal Research Growth Fund,OHSU,
,ID0000000074,Non-funded,Other,
,ID00003118,1 RO1 OH009676-01A1,Other Federal,DHHS
,ID0000002207,Unfunded,NIH,
,ID0000004235,Centocor,Industry,GGAST0027
,ID00004193,Internally funded,Other,
,ID00000844,"Pfizer, Inc",Industry,A6061043
,ID0000000878,Unfunded,Other,
,ID0000000976,NEI,NIH,
,ID0000000865,Portland State University thru OHPR thru RWJF,Other,
,ID00003259,ACOSOG,NIH,
,ID0000002530,Unfunded,,
,00001804,National Institute on Aging,NIH,1RCAG36121-01 Jimison
,ID00003457,Maternal and Child Health Block Grant - Title V ,Other Federal,
