eCRIS Contract Nbr,Contract Type,Workflow State From,State Entry Dt,Workflow State To,State Exit Dt
DR00001156,Contract,In External Review,2016-03-03 21:32:01,In OHSU Review,2016-03-08 21:29:50
DR00000626,Contract,In External Review,2015-05-20 16:53:49,In OHSU Review,2015-05-26 17:35:23
DR00001651,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001116,Contract,Agreement Received (Waiting for Data Entry),2015-11-10 00:09:43,Waiting for IRB Submission,2015-11-10 00:16:37
DR00000373,Contract,Pending SPA setup,2014-10-28 20:57:05,OGA Setup Complete,2014-11-04 12:00:07
DR00001499,Confidentiality Agreement,In External Review,2016-06-13 17:09:43,In OHSU Review,2016-06-17 19:59:00
DR00001723,Confidentiality Agreement,In External Review,2016-11-04 18:33:44,In OHSU Review,2016-11-15 18:11:31
DR00002035,Contract,In External Review,2017-04-05 21:23:48,In OHSU Review,2017-04-05 21:26:18
DR00001159,Contract,Waiting for Final Budget,2016-01-28 17:44:22,Waiting for OHSU Signatures,2016-03-10 21:25:50
DR00000813,Confidentiality Agreement,Negotiation In Process,2015-05-15 22:22:11,In External Review,2015-06-08 19:45:21
DR00001513,Amendment,Agreement Received (Waiting for Data Entry),2016-06-17 20:44:33,Agreement Uploaded/ Waiting for Negotiation,2016-06-17 20:44:34
DR00000563,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-12-12 23:39:21,Agreement Uploaded/ Waiting for Negotiation,2014-12-12 23:39:21
DR00000049,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2013-10-28 20:40:38,Agreement Uploaded/ Waiting for Negotiation,2013-10-28 20:40:38
DR00000269,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-04-30 22:21:31,Agreement Uploaded/ Waiting for Negotiation,2014-04-30 22:21:31
DR00001741,Confidentiality Agreement,Negotiation In Process,2016-10-11 22:28:15,In External Review,2016-10-11 22:38:16
DR00002008,Contract,Agreement Received (Waiting for Data Entry),2017-03-01 20:09:58,Agreement Uploaded/ Waiting for Negotiation,2017-03-01 20:13:40
DR00000068,Contract,In External Review,2014-02-28 01:49:39,IRB and Budget Approved,2014-03-03 23:46:13
DR00000708,Confidentiality Agreement,In External Review,2015-03-27 01:56:36,Negotiation Complete,2015-05-05 19:57:03
DR00000622,Confidentiality Agreement,In External Review,2015-02-09 19:28:38,Negotiation Complete,2015-02-09 19:29:06
DR00000092,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2013-12-11 17:34:38,Agreement Uploaded/ Waiting for Negotiation,2013-12-11 17:34:38
DR00001983,Contract,Agreement Received (Waiting for Data Entry),2017-02-15 21:56:03,Agreement Uploaded/ Waiting for Negotiation,2017-02-15 21:57:34
DR00001534,Contract,Waiting for OHSU Signatures,2016-11-16 22:45:25,Waiting for Sponsor Signature,2016-11-18 00:15:35
DR00000987,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001373,Contract,Negotiation In Process,2016-04-25 15:08:10,In OHSU Review,2016-04-25 15:10:43
DR00001368,Contract,Waiting for OHSU Signatures,2016-07-19 18:44:23,Waiting for Sponsor Signature,2016-08-25 16:07:36
DR00002167,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002074,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00002825,Contract,Negotiation In Process,2018-03-22 18:03:57,In External Review,2018-03-22 18:12:33
DR00001180,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001002,Confidentiality Agreement,Negotiation In Process,2015-09-01 14:32:43,Negotiation Complete,2015-09-08 23:41:41
DR00000399,Master Contract,Negotiation In Process,2014-08-20 20:48:36,Negotiation Complete,2014-08-20 20:50:22
DR00001839,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000850,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001687,Contract,Waiting for OHSU Signatures,2017-02-03 22:48:25,Waiting for Sponsor Signature,2017-02-08 00:12:40
DR00002406,Contract,Waiting for OHSU Signatures,2018-03-05 22:49:31,Waiting for Sponsor Signature,2018-03-05 23:00:11
DR00000273,Contract,In External Review,2014-07-19 01:30:54,In OHSU Review,2014-07-23 00:58:54
DR00001399,Confidentiality Agreement,In External Review,2016-05-17 21:07:28,In OHSU Review,2016-06-21 16:39:18
DR00000259,Confidentiality Agreement,In External Review,2014-06-02 18:27:44,In OHSU Review,2014-06-04 18:08:18
DR00001642,Contract,In External Review,2016-10-17 22:55:35,In OHSU Review,2016-10-25 22:31:13
DR00002332,Subcontract,In External Review,2017-10-05 19:04:47,In OHSU Review,2017-11-27 16:39:15
DR00002340,Confidentiality Agreement,Negotiation In Process,2017-08-14 17:09:49,In External Review,2017-08-14 17:11:55
DR00000272,Contract,Pending SPA setup,2014-07-16 01:02:06,OGA Setup Complete,2014-07-23 11:00:07
DR00001018,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002385,Contract,Waiting for Final Budget,2018-02-23 21:34:22,IRB and Budget Approved,2018-02-28 17:31:44
DR00000022,Confidentiality Agreement,Negotiation In Process,2013-10-28 16:59:01,Negotiation Complete,2013-10-28 16:59:43
DR00002822,Amendment,Waiting for OHSU Signatures,2018-03-12 23:05:59,Waiting for Sponsor Signature,2018-03-21 18:03:34
DR00002429,Contract,Waiting for OHSU Signatures,2018-02-13 21:24:15,Waiting for Sponsor Signature,2018-03-08 19:20:05
DR00000168,Contract,In OHSU Review,2014-08-08 18:50:06,IRB and Budget Approved,2014-08-11 17:17:49
DR00002024,Amendment,In OHSU Review,2017-03-10 19:53:18,Negotiation Complete,2017-03-10 19:53:25
DR00002344,Amendment,In OHSU Review,2017-08-17 21:30:47,Negotiation Complete,2017-08-17 21:30:52
DR00000698,Confidentiality Agreement,In OHSU Review,2015-04-09 16:52:32,Negotiation Complete,2015-04-09 16:52:42
DR00000105,Contract,In External Review,2014-03-07 02:47:18,In OHSU Review,2014-03-19 19:39:12
DR00002834,Contract,Agreement Received (Waiting for Data Entry),2018-03-20 17:28:30,Waiting for IRB Submission,2018-03-20 17:32:54
DR00000549,Contract,Negotiation In Process,2014-12-23 23:24:06,In OHSU Review,2015-01-15 23:50:57
DR00000238,Contract,Waiting for IRB Submission,2014-04-14 23:13:16,Negotiation In Process,2014-05-27 15:12:50
DR00001858,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001012,Contract,Pending SPA setup,2016-02-05 00:25:00,OGA Setup Complete,2016-02-05 12:00:15
DR00001596,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000869,Confidentiality Agreement,Negotiation In Process,2015-07-13 23:06:02,In External Review,2015-07-13 23:07:23
DR00002117,Contract,In OHSU Review,2017-12-28 20:48:40,In External Review,2018-02-03 01:12:22
DR00000033,Contract,In External Review,2013-12-03 16:26:05,Waiting for IRB Approval of Study,2013-12-05 22:06:19
DR00000852,Contract,In External Review,2015-08-25 16:30:48,In OHSU Review,2015-10-08 17:43:13
DR00000967,Confidentiality Agreement,In External Review,2015-09-01 22:57:30,In OHSU Review,2015-09-10 22:17:57
DR00002113,Confidentiality Agreement,In External Review,2017-05-08 17:04:29,In OHSU Review,2017-05-18 17:15:27
DR00000852,Contract,Waiting for IRB Approval of Study,2015-10-08 21:55:04,Waiting for OHSU Signatures,2015-10-08 21:59:49
DR00000275,Contract,In OHSU Review,2014-05-29 23:42:57,Waiting for IRB Approval of Study,2014-05-29 23:43:04
DR00000290,Confidentiality Agreement,In OHSU Review,2014-08-15 19:22:59,In External Review,2014-08-15 20:01:12
DR00002539,Confidentiality Agreement,In OHSU Review,2017-11-14 22:54:58,In External Review,2017-11-20 23:02:01
DR00001669,Confidentiality Agreement,In External Review,2016-09-13 20:25:22,In OHSU Review,2016-10-13 18:50:33
DR00001898,Confidentiality Agreement,In External Review,2017-01-06 20:50:37,In OHSU Review,2017-01-11 18:54:25
DR00001391,Contract,Negotiation In Process,2016-07-11 17:49:08,In External Review,2016-09-08 18:29:09
DR00002383,Contract,In OHSU Review,2017-10-03 18:06:31,In External Review,2017-10-03 18:07:45
DR00000565,Contract,In External Review,2015-04-27 18:05:20,In OHSU Review,2015-05-21 23:13:33
DR00001351,Contract,In External Review,2016-09-06 17:38:03,IRB and Budget Approved,2016-09-06 17:38:14
DR00001448,Contract,Agreement Received (Waiting for Data Entry),2016-05-11 21:14:26,Agreement Uploaded/ Waiting for Negotiation,2016-05-11 21:15:13
DR00002504,Contract,In External Review,2018-03-06 18:47:57,IRB and Budget Approved,2018-03-06 18:48:19
DR00002508,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-10-27 19:25:30,Agreement Uploaded/ Waiting for Negotiation,2017-10-27 19:25:30
DR00001489,Amendment,In External Review,2016-06-21 22:59:00,Negotiation Complete,2016-08-05 18:25:07
DR00002433,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-09-25 16:45:32,Agreement Uploaded/ Waiting for Negotiation,2017-09-25 16:45:33
DR00000633,Contract,Agreement Received (Waiting for Data Entry),2015-02-12 19:32:47,Agreement Uploaded/ Waiting for Negotiation,2015-02-19 17:58:31
DR00001569,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-07-25 16:51:56,Agreement Uploaded/ Waiting for Negotiation,2016-07-25 16:51:56
DR00002560,Confidentiality Agreement,In External Review,2017-11-17 18:51:29,Negotiation Complete,2017-11-20 17:16:20
DR00001692,Contract,Pending SPA setup,2017-04-07 18:53:28,OGA Setup Complete,2017-04-12 11:05:09
DR00001585,Contract,Pending SPA setup,2016-11-22 15:13:53,OGA Setup Complete,2016-12-03 12:05:21
DR00000541,Contract,Waiting for OHSU Signatures,2015-03-27 20:14:57,Pending SPA setup,2015-04-02 00:16:18
DR00000535,Contract,Negotiation In Process,2014-11-20 18:42:00,Waiting for IRB Approval of Study,2014-11-20 18:42:07
DR00000153,Confidentiality Agreement,Negotiation In Process,2014-02-27 21:08:14,In External Review,2014-02-27 21:09:14
DR00000435,Confidentiality Agreement,Negotiation In Process,2014-09-09 22:20:06,In External Review,2014-09-09 22:22:11
DR00001332,Amendment,Negotiation In Process,2016-04-01 22:59:13,In External Review,2016-04-01 23:01:26
DR00002495,Contract,In External Review,2018-02-13 20:23:23,IRB and Budget Approved,2018-02-14 22:52:19
DR00002107,Amendment,Agreement Received (Waiting for Data Entry),2017-04-19 21:25:58,Agreement Uploaded/ Waiting for Negotiation,2017-04-19 21:25:58
DR00001037,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-09-24 03:46:24,Agreement Uploaded/ Waiting for Negotiation,2015-09-24 03:46:24
DR00002747,Contract,Waiting for IRB Submission,2018-02-05 23:16:46,Agreement Uploaded/ Waiting for Negotiation,2018-02-07 19:57:51
DR00000639,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000065,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001078,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-10-23 19:02:47,Agreement Uploaded/ Waiting for Negotiation,2015-10-23 19:02:47
DR00001639,Confidentiality Agreement,In External Review,2016-08-24 20:54:11,Negotiation Complete,2016-08-26 21:20:17
DR00000412,Master Contract,Agreement Received (Waiting for Data Entry),2014-09-02 19:02:38,Agreement Uploaded/ Waiting for Negotiation,2014-09-02 19:02:39
DR00001440,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-05-06 23:26:11,Agreement Uploaded/ Waiting for Negotiation,2016-05-06 23:26:11
DR00002629,Confidentiality Agreement,In External Review,2017-12-18 22:06:00,Negotiation Complete,2017-12-21 19:54:10
DR00001991,Amendment,Waiting for OHSU Signatures,2017-02-28 20:41:37,Waiting for Sponsor Signature,2017-03-07 18:42:31
DR00001234,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000177,Confidentiality Agreement,Negotiation In Process,2014-03-17 17:15:42,In OHSU Review,2014-03-17 17:16:59
DR00002389,Contract,Waiting for OHSU Signatures,2018-03-02 23:28:56,Waiting for Sponsor Signature,2018-03-08 21:46:47
DR00001472,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000590,Contract,Waiting for OHSU Signatures,2015-04-09 17:27:33,Waiting for Sponsor Signature,2015-04-09 23:01:39
DR00001133,Confidentiality Agreement,Negotiation In Process,2015-11-24 19:55:04,Negotiation Complete,2015-11-24 19:55:24
DR00000156,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000914,Contract,Waiting for OHSU Signatures,2015-09-10 16:50:04,Waiting for Sponsor Signature,2015-10-22 23:03:14
DR00001690,Confidentiality Agreement,Negotiation In Process,2016-09-16 22:11:12,Negotiation Complete,2016-09-16 22:26:09
DR00002707,Amendment,Negotiation In Process,2018-02-06 23:44:34,Negotiation Complete,2018-03-20 19:03:06
DR00001080,Contract,Agreement Received (Waiting for Data Entry),2015-10-23 22:03:36,Agreement Uploaded/ Waiting for Negotiation,2015-10-27 21:51:56
DR00001653,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-09-02 19:52:01,Agreement Uploaded/ Waiting for Negotiation,2016-09-02 19:52:01
DR00001394,Confidentiality Agreement,In External Review,2016-04-22 17:13:33,In OHSU Review,2016-04-22 21:17:00
DR00002009,Contract,In External Review,2017-03-24 23:36:45,In OHSU Review,2017-04-26 20:26:26
DR00001456,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002691,Amendment,Waiting for OHSU Signatures,2018-02-02 22:53:40,Waiting for Sponsor Signature,2018-02-22 20:58:57
DR00002813,Amendment,Negotiation In Process,2018-03-12 22:47:17,In External Review,2018-03-28 16:46:59
DR00002452,Confidentiality Agreement,In External Review,2017-10-05 18:02:04,Negotiation Complete,2017-10-09 18:54:32
DR00002662,Confidentiality Agreement,In External Review,2018-01-12 22:09:20,Negotiation Complete,2018-01-16 17:31:21
DR00000235,Contract,Agreement Received (Waiting for Data Entry),2014-04-10 19:11:34,Agreement Uploaded/ Waiting for Negotiation,2014-04-10 19:12:56
DR00001600,Amendment,Agreement Received (Waiting for Data Entry),2016-08-04 22:26:31,Agreement Uploaded/ Waiting for Negotiation,2016-08-04 22:26:32
DR00001827,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-11-22 01:06:12,Agreement Uploaded/ Waiting for Negotiation,2016-11-22 01:06:13
DR00002537,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-11-08 23:12:18,Agreement Uploaded/ Waiting for Negotiation,2017-11-08 23:12:18
DR00000008,Contract,In External Review,2013-12-13 21:41:25,IRB and Budget Approved,2013-12-18 18:58:53
DR00000128,Amendment,Agreement Received (Waiting for Data Entry),2014-01-30 19:35:29,Agreement Uploaded/ Waiting for Negotiation,2014-01-30 19:35:29
DR00001163,Amendment,In External Review,2015-12-16 00:48:22,Negotiation Complete,2015-12-17 23:46:48
DR00001637,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000407,Contract,Negotiation In Process,2014-10-22 15:14:12,In External Review,2014-10-29 23:01:39
DR00000927,Amendment,In External Review,2015-10-23 21:42:37,In OHSU Review,2015-10-28 17:59:29
DR00000687,Contract,In External Review,2015-04-08 17:30:08,In OHSU Review,2015-05-20 22:04:36
DR00002155,Confidentiality Agreement,In External Review,2017-05-04 18:02:25,In OHSU Review,2017-05-15 17:52:57
DR00000662,Contract,Waiting for IRB Submission,2015-02-24 20:44:51,Negotiation In Process,2015-03-02 16:13:08
DR00000865,Confidentiality Agreement,Negotiation In Process,2015-06-26 23:18:40,In External Review,2015-06-26 23:20:42
DR00000445,Confidentiality Agreement,Negotiation In Process,2014-09-22 17:09:15,In External Review,2014-09-22 20:20:59
DR00001893,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000006,Contract,Waiting for OHSU Signatures,2013-10-31 14:03:41,Waiting for Sponsor Signature,2013-11-09 00:42:42
DR00000127,Master Contract,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001049,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001759,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-10-18 20:02:40,Agreement Uploaded/ Waiting for Negotiation,2016-10-18 20:02:40
DR00002432,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-09-21 21:55:08,Agreement Uploaded/ Waiting for Negotiation,2017-09-21 21:55:09
DR00000669,Contract,Agreement Received (Waiting for Data Entry),2015-02-26 17:05:42,Agreement Uploaded/ Waiting for Negotiation,2015-02-26 17:09:07
DR00001725,Amendment,Negotiation In Process,2016-10-07 21:56:22,In External Review,2016-10-12 22:38:13
DR00001582,Contract,Negotiation In Process,2016-07-29 20:48:12,In External Review,2016-07-29 20:58:01
DR00001561,Contract,Negotiation In Process,2016-07-20 23:01:44,In External Review,2016-07-20 23:21:42
DR00000991,Amendment,Waiting for OHSU Signatures,2015-10-14 18:13:33,Amendment Fully Executed,2015-11-03 18:40:56
DR00001713,Contract,Negotiation In Process,2016-09-28 23:18:07,In External Review,2016-09-30 22:22:59
DR00002552,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-11-14 19:51:29,Agreement Uploaded/ Waiting for Negotiation,2017-11-14 19:51:29
DR00001819,Contract,Pending SPA setup,2018-02-22 20:47:53,OGA Setup Complete,2018-02-27 12:05:14
DR00000607,Confidentiality Agreement,Negotiation In Process,2015-01-28 02:17:32,In External Review,2015-01-28 02:20:00
DR00002116,Contract,Negotiation In Process,2017-04-21 22:49:08,In External Review,2017-04-21 22:54:34
DR00002152,Confidentiality Agreement,Negotiation In Process,2017-05-04 21:25:07,In External Review,2017-05-04 21:52:58
DR00002726,Amendment,Negotiation In Process,2018-02-13 21:14:13,In External Review,2018-02-13 21:18:44
DR00002449,Confidentiality Agreement,In External Review,2017-10-05 16:05:45,In OHSU Review,2017-10-06 22:03:37
DR00000390,Contract,Waiting for OHSU Signatures,2014-10-15 22:13:37,Pending SPA setup,2014-10-23 17:24:59
