eCRIS Contract Nbr,IRB Nbr,CRS Study Nbr,Contract Type,Contract Name,Study Sponsor,Master Agreement Flag,Template Agreement Flag,Contract Funding Mechanism,Originating Agency,Preaward Contact,Principal Investigator,Subcontractee,Contract Status,Contract Status Change Dt,Executed Dt,Negotiation Complete Dt,Negotiation Start Dt,Created Dt,Pending SPA Setup Dt,Hold Time,Industrial Acct Nbr,CT.gov Primary Completion Dt,CT.gov Study Completion Dt,OHSU Multicenter Study Flag,Study Type,Award Org Name,Study Phase,Drug - IND,Ongoing Study Flag,Clinical Services Flag,Drug Study Flag,PI Initiated Flag,OHSU PI is Lead PI Flag,IRB Approval Dt,IRB Expiration Dt,Review Category,IRB Status Change Dt,IRB Termination Dt,Cancer Study Flag,IRB Study Submitted Dt,Clinical Trial Flag,Prospective Consent Flag
,IRB00007894,CRS00001129,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.RO.Knight Diagnostic Laboratories,N/A,No,Yes,No,No,Yes,No,2011-10-20 07:00:00,2015-10-08 07:00:00,Expedited,2015-12-17 19:24:13,2015-12-17 08:00:00,Yes,2011-09-22 12:52:46,,No
,IRB00011847,CRS00001778,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,N/A,No,No,No,No,Yes,No,2015-07-10 07:00:00,2018-06-08 07:00:00,Expedited,2017-11-11 11:09:00,,No,2015-05-20 08:50:26,Yes,Yes
,,CRS00000143,,,,,,,,,,,,,,,,,,,,,,No,Interventional,SM.Peds Metab,Phase 4,Yes,No,Yes,Yes,No,No,,,,,,,,,
,STUDY00018233,CRS00003777,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2018-03-08 08:00:00,2019-03-07 08:00:00,Expedited,2018-03-08 16:54:00,,Yes,2018-02-21 19:20:56,No,No
,IRB00008765,CRS00001013,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.Knight Cancer Institute,N/A,No,Yes,No,No,Yes,No,2012-10-12 07:00:00,2015-10-18 07:00:00,Expedited,2018-01-22 20:35:36,2018-01-22 08:00:00,Yes,2012-08-01 13:55:05,,No
,IRB00004206,CRS00000814,,,,,,,,,,,,,,,,,,,100097420,,,No,,,N/A,No,Yes,Yes,No,No,No,2008-06-23 07:00:00,2018-06-12 07:00:00,Waived,2017-10-18 17:41:00,,No,2008-03-28 08:43:34,No,No
,IRB00008461,CRS00000930,,,,,,,,,,,,,,,,,,,AORTH0094,,,No,,SM.Orthopedics,N/A,No,Yes,Yes,No,No,No,2012-05-23 07:00:00,2016-04-30 07:00:00,Expedited,2016-05-01 07:01:00,,No,2012-04-19 13:02:09,No,No
,IRB00009059,CRS00001101,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.Knight Clinical Trials,N/A,No,Yes,No,No,No,No,2013-05-13 07:00:00,2018-02-01 19:21:00,Expedited,2018-02-01 19:21:00,,Yes,2012-11-10 18:49:16,No,No
,STUDY00017714,CRS00003414,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-10-09 07:00:00,2018-10-08 07:00:00,Expedited,2017-10-09 20:15:00,,No,2017-10-03 18:10:53,No,No
,,CRS00001851,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,IRB00004971,CRS00000464,,,,,,,,,,,,,,,,,,,100099839,,,No,,SM.Peds Hemonc,Phase 2,Yes,Yes,Yes,Yes,No,No,2009-06-18 07:00:00,2018-12-17 08:00:00,Full Board,2017-11-03 07:02:00,,Yes,2009-04-01 22:02:36,Yes,Yes
,IRB00011429,CRS00001491,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,Yes,No,No,No,,,Full Board,2015-01-06 21:33:17,,No,2015-01-05 21:31:31,,Yes
,IRB00005811,CRS00001510,,,,,,,,,,,,,,,,,,,,,,No,,SM.Knight Cancer Institute,N/A,No,Yes,No,No,No,No,,2018-03-12 21:17:00,Waived,2018-03-12 21:17:00,,Yes,2009-10-13 15:04:48,No,No
,STUDY00017593,CRS00003370,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,Yes,No,2017-09-27 07:00:00,2018-09-26 07:00:00,Expedited,2017-09-27 21:52:00,,Yes,2017-09-11 19:46:47,No,No
,STUDY00016980,CRS00002995,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-05-08 07:00:00,2018-05-07 07:00:00,Expedited,2017-05-09 20:13:00,,No,2017-03-07 22:41:52,Yes,Yes
,,CRS00003364,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,STUDY00017729,CRS00003430,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-10-10 07:00:00,2018-10-09 07:00:00,Expedited,2017-10-10 16:21:00,,Yes,2017-10-06 16:14:41,No,No
,STUDY00017370,CRS00003227,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-10-20 07:00:00,2018-10-19 07:00:00,Expedited,2017-10-20 17:13:00,,No,2017-06-27 17:50:25,Yes,Yes
,IRB00010262,CRS00001011,,,,,,,,,,,,,,,,,,,100097063,,,Yes,Interventional,SM.Knight CHM Clin Trials,Phase 2,Yes,Yes,Yes,Yes,Yes,No,2014-03-07 08:00:00,2019-01-01 08:00:00,Full Board,2017-11-11 11:01:00,,Yes,2014-01-13 18:31:26,No,Yes
,IRB00006178,CRS00000730,,,,,,,,,,,,,,,,,,,700006178,,,No,,SM.Knight Comm Onc Clin Trials,Phase 3,No,Yes,Yes,Yes,No,No,2010-02-26 08:00:00,2015-01-21 08:00:00,Waived,2014-06-18 21:51:22,2014-06-18 07:00:00,Yes,2010-02-11 09:28:37,,No
,IRB00004918,CRS00001128,,,,,,,,,,,,,,,,,,,100096484,,,No,Observational,CT.OCTRI-OR Clin Trans Res Ins,N/A,No,Yes,Yes,No,Yes,No,2008-12-09 08:00:00,2018-08-09 07:00:00,Full Board,2017-10-27 23:05:00,,Yes,2008-11-04 19:40:47,No,Yes
,STUDY00015475,CRS00002137,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2015-12-04 08:00:00,2018-10-15 07:00:00,Expedited,2015-12-04 21:51:00,,No,2015-12-02 23:24:53,No,No
,STUDY00018255,CRS00003762,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,2018-02-13 16:11:00,,Yes,2018-02-13 16:00:33,No,No
,IRB00008360,CRS00000848,,,,,,,,,,,,,,,,,,,100097375,,,No,,,N/A,No,Yes,Yes,No,No,No,2012-04-26 07:00:00,2017-12-05 20:40:00,Expedited,2017-12-05 20:40:00,,No,2012-04-04 21:12:21,No,No
,STUDY00016129,CRS00002517,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,No,No,2016-07-01 07:00:00,2018-07-04 07:00:00,Expedited,2017-07-05 22:12:00,,Yes,2016-06-17 05:57:48,No,No
,STUDY00017006,CRS00003021,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-05-11 07:00:00,2018-05-10 07:00:00,Expedited,2017-05-11 17:02:00,,No,2017-03-17 16:59:16,No,Yes
,STUDY00017985,CRS00003631,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,Yes,No,Yes,Yes,No,No,,2019-02-01 08:00:00,Full Board,2018-03-16 02:31:00,,No,2017-12-16 04:06:08,Yes,Yes
,,CRS00003079,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,Yes,No,No,No,,,,,,,,,
DR00000316,,,Confidentiality Agreement,ISIS 505358 CDA OHSU_Ahn,Isis Pharmaceuticals Inc,No,No,Contract,,Jennifer Mair,Joseph Ahn,,Withdrawn,2014-11-25 08:28:09,,,2014-06-05 22:32:00,2014-06-03 22:56:18,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000329,IRB00010801,CRS00000745,Contract,EKOS ACCESS PTS Invest Agmt OHSU_Kaufman,EKOS Corporation,No,No,Contract,,Darlene Kitterman, ,,OGA Setup Complete,2014-12-04 04:00:10,2014-11-12 08:00:00,2014-10-28 00:00:00,,2014-06-12 21:49:57,2014-11-20 16:47:32,0,100096874,,,No,Interventional,SM.Dotter Inst General,Phase 4,No,No,Yes,No,No,No,2014-07-24 07:00:00,2017-05-08 17:19:00,Expedited,2017-05-08 17:19:00,,No,2014-07-18 08:17:51,Yes,Yes
DR00000015,,,Confidentiality Agreement,BMS Master CDA,Bristol-Myers Squibb,No,No,Contract,,Jacqueline Brown,Jacqueline Brown,,Withdrawn,2013-10-07 18:13:02,,,,2013-10-08 01:57:36,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000073,,,Confidentiality Agreement,Jazz (ICON) 0693-0015 CDA OHSU_Chang,Jazz Pharmaceuticals Inc,No,No,Contract,,Jennifer Mair,Bill Chang,,Withdrawn,2016-02-22 13:25:15,,,2013-11-25 22:22:00,2013-11-22 00:42:50,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000095,,,Confidentiality Agreement,Ahmann (Covance) Type 2 Diabetes CDA OHSU_Ahmann,Merck Sharp & Dohme Corp,No,No,Contract,,Kristen Baptiste,Andrew Ahmann,,CDA Fully Executed,2014-01-08 13:19:38,2014-01-08 21:19:37,2014-01-06 16:57:03,2013-12-12 17:28:00,2013-12-11 21:57:17,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000127,,,Master Contract,Vertex MCTA FE exp 29MAY2017,Vertex Pharmaceuticals Inc,No,No,Contract,,Jacqueline Brown, ,,Master Fully Executed,2014-01-30 11:34:39,2014-01-30 19:34:39,2014-01-30 12:31:23,2014-01-30 19:31:00,2014-01-30 19:30:37,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000141,,,Master Contract,Astellas MCTA OHSU exp 31DEC2018,Astellas Pharma Global Development Inc,No,No,Contract,,Jacqueline Brown, ,,Master Fully Executed,2014-02-05 08:07:41,2014-02-05 16:07:40,2014-02-05 09:05:06,2014-02-05 16:04:00,2014-02-05 16:02:56,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000172,,,Confidentiality Agreement,HRA Pharma 122015-002 CDA OHSU_Fleseriu,HRA Pharma,No,No,Contract,,Kristen Baptiste,Maria Fleseriu,,CDA Fully Executed,2014-03-05 09:35:08,2014-03-05 17:35:07,2014-02-27 01:00:00,2014-02-27 08:00:00,2014-02-27 18:50:49,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000194,,,Amendment,BMS Am 2 to MCTA_OHSU FE exp 30APR2011,Bristol-Myers Squibb,No,No,Contract,,Jacqueline Brown, ,,Amendment Fully Executed,2014-03-11 10:29:31,2014-03-11 18:29:29,2014-03-11 11:27:17,2014-03-11 18:27:00,2014-03-11 18:26:44,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000198,IRB00010433,CRS00000133,Contract,BMS IM101-462 VERVE PI Research Agmt OHSU_Winthrop,Bristol-Myers Squibb,No,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2014-12-16 04:00:04,2014-12-09 08:00:00,2014-11-14 01:00:00,2014-04-14 18:50:00,2014-03-11 21:18:52,2014-12-09 15:44:06,0,100096855,,,No,Interventional,SM.Ophth Admin,N/A,Yes,No,Yes,Yes,Yes,No,2014-05-08 07:00:00,2019-01-10 08:00:00,Full Board,2017-11-10 08:03:00,,No,2014-03-08 19:29:09,Yes,Yes
DR00000215,,,Confidentiality Agreement,AstraZeneca Master CDA,AstraZeneca LP,No,No,Contract,,Jacqueline Brown, ,,CDA Fully Executed,2014-03-27 08:40:00,2008-05-12 07:00:00,2008-05-01 00:00:00,2008-05-01 07:00:00,2014-03-27 16:31:23,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000248,IRB00010409,CRS00000236,Contract,Allergan 190342-038 CTA OHSU_Lauer,Allergan,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2014-11-06 04:00:06,2014-10-29 21:59:41,2014-10-28 00:00:00,2014-08-01 07:00:00,2014-04-17 19:59:18,2014-10-29 13:59:43,0,100096907,,,No,Interventional,SM.Ophth Retina,Phase 2,Yes,No,Yes,Yes,No,No,2014-08-08 07:00:00,2018-05-11 07:00:00,Full Board,2017-11-11 12:04:00,,No,2014-04-16 17:51:34,Yes,Yes
DR00000280,,,Confidentiality Agreement,Davol Phasix 015 NDA OHSU_Martindale,Davol Inc,No,No,Contract,,Jennifer Mair,Robert Martindale,,CDA Fully Executed,2014-06-10 12:50:09,2014-06-10 20:50:08,2014-06-05 11:04:31,2014-05-21 17:31:00,2014-05-07 20:03:21,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000032,,,Confidentiality Agreement,Merck 5172-052 CDA OHSU_Zaman,Merck Sharp & Dohme Corp,No,No,Contract,,Jennifer Mair,Atif Zaman,,CDA Fully Executed,2013-11-04 14:40:12,2013-11-04 22:40:11,2013-11-01 09:16:19,2013-10-18 07:00:00,2013-10-15 17:47:14,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000049,,,Confidentiality Agreement,BMS Master CDA,Bristol-Myers Squibb Company,No,No,Contract,,Jacqueline Brown, ,,Withdrawn,2013-10-28 12:42:13,,,,2013-10-28 20:40:38,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000072,,,Confidentiality Agreement,Takeda VELCADE CDA OHSU_Heitner,Takeda Pharmaceutical Company Ltd,No,No,Contract,,Jennifer Mair,Stephen Heitner,,CDA Fully Executed,2014-01-08 12:02:08,2014-01-08 20:02:07,2013-12-13 12:44:07,2013-11-21 22:09:00,2013-11-20 20:35:43,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000161,,,Confidentiality Agreement,AB Science AB1010 CDA OHSU_Medvedova,AB Science,No,No,Contract,,Jacqueline Brown,Eva Medvedova,,CDA Fully Executed,2014-04-28 08:26:54,2014-04-28 16:26:54,2014-02-27 19:04:25,2014-02-26 15:13:00,2014-02-25 19:43:06,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000169,,,Confidentiality Agreement,MedImmune (PRA) MEDI1036 One-Way CDA OHSU_Chang,MedImmune LLC,No,No,Contract,,Kristen Baptiste,Bill Chang,,CDA Fully Executed,2014-05-07 11:44:17,2014-05-07 19:44:17,2014-05-02 00:00:00,2014-02-27 08:00:00,2014-02-27 17:42:45,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000187,IRB00010223,CRS00000156,Contract,CTA AMGEN 20090406 ,Amgen Inc,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2014-07-29 03:00:04,2014-07-22 07:00:00,2014-07-14 08:46:53,2014-04-17 21:42:00,2014-03-07 17:15:27,2014-07-23 09:10:55,0,100097039,,,No,Interventional,SM.ARD Administration,Phase 3,Yes,No,Yes,Yes,No,No,2014-06-06 07:00:00,2016-03-17 18:44:00,Full Board,2016-03-17 18:44:00,,No,2014-02-24 13:14:57,No,Yes
DR00000192,,,Master Contract,BMS MCTA_OHSU FE exp 14APR2010,Bristol-Myers Squibb,No,No,Contract,,Jacqueline Brown, ,,Master Fully Executed,2014-03-11 10:04:59,2014-03-11 18:04:58,2014-03-11 11:02:40,2014-03-11 18:02:00,2014-03-11 18:01:59,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000217,,,Confidentiality Agreement,Vertex VX14-661-104 CDA OHSU_Allada,Vertex Pharmaceuticals Inc,No,No,Contract,,Kristen Baptiste,Gopal Allada,,CDA Fully Executed,2014-05-09 13:50:52,2014-05-09 21:50:51,2014-05-08 08:52:16,2014-04-04 20:06:00,2014-03-28 20:25:45,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000242,,,Confidentiality Agreement,FibroGen 3019-067 CDA OHSU_Khan,FibroGen Inc,No,No,Contract,,Kristen Baptiste,Akram Khan,,CDA Fully Executed,2014-07-09 14:31:15,2014-07-09 22:31:14,2014-04-24 13:02:47,2014-04-23 22:45:00,2014-04-15 21:25:59,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000275,IRB00010630,CRS00000376,Contract,Novartis LGX818X2109_5001 CTRF OHSU_Taylor,Novartis Pharmaceuticals Corporation,Yes,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2014-12-16 04:00:08,2014-12-09 23:24:27,2014-05-29 16:43:04,2014-05-12 16:20:00,2014-05-06 17:40:07,2014-12-09 15:24:29,0,100096854,,,No,Interventional,SM.Knight Clinical Trials,Phase 2,Yes,No,Yes,Yes,No,No,2014-09-05 07:00:00,2018-07-31 07:00:00,Full Board,2017-10-26 14:40:00,,Yes,2014-05-05 20:26:01,Yes,Yes
DR00000309,IRB00010693,CRS00000584,Contract,Ophthotec OPH1004 CTA OHSU_Flaxel,Ophthotech Corp,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2014-10-29 03:00:03,2014-09-23 07:00:00,2014-09-23 16:24:11,2014-09-09 16:33:00,2014-06-02 20:43:36,2014-10-07 10:21:36,0,100096916,,,No,Interventional,SM.Ophth Admin,Phase 3,Yes,No,No,Yes,No,No,2014-06-27 07:00:00,2016-12-02 20:40:00,Full Board,2016-12-02 20:40:00,,No,2014-06-02 12:46:23,Yes,Yes
DR00000310,,,Confidentiality Agreement,Cato Plaque Psoriasis CDA OHSU_Brown,Cato Rsch Ltd.,No,No,Contract,,Jennifer Mair,Jacqueline Brown,,Withdrawn,2015-03-30 13:24:11,,,2014-06-05 18:13:00,2014-06-03 15:14:02,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000318,,,Confidentiality Agreement,Sandoz (Inventiv Health) GPN013A2301 CDA OHSU_Chu,Sandoz Inc,No,No,Contract,,Jennifer Mair,Cong-Qiu Chu,,Withdrawn,2016-02-22 13:30:47,,,2014-06-09 21:14:00,2014-06-04 18:02:09,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000142,,,Confidentiality Agreement,Grifols (Novella) GI12023 CDA OHSU_Landry,Grifols Therapeutics Inc,No,No,Contract,,Jacqueline Brown,Gregory Landry,,CDA Fully Executed,2014-02-05 12:21:10,2014-02-05 20:21:10,2014-02-05 13:11:39,2014-02-05 20:11:00,2014-02-05 17:29:41,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000164,,,Confidentiality Agreement,Theradex HF10 CDA OHSU_Taylor,Theradex Systems Inc,No,No,Contract,,Jacqueline Brown,Matthew Taylor,,CDA Fully Executed,2014-03-04 11:37:58,2014-03-04 19:37:57,2014-02-25 16:17:41,2014-02-25 23:17:00,2014-02-25 21:40:46,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000175,IRB00010350,CRS00000160,Contract,Hyperion UCD THRIVE (HPN-100-014) RA OHSU_Harding,Hyperion Therapeutics Inc,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2014-10-10 03:00:04,2014-09-29 23:11:45,2014-08-29 09:47:58,2014-05-27 17:21:00,2014-02-27 23:33:14,2014-09-29 15:11:47,0,100096955,,,No,Observational,SM.Molec & Medical Genetics,N/A,No,No,No,No,No,No,2014-04-21 07:00:00,2019-03-07 08:00:00,Expedited,2017-11-11 11:11:00,,No,2014-02-26 17:47:02,No,Yes
DR00000029,IRB00010053,CRS00000053,Contract,Lilly 14V-MC-JADZ Agreement OHSU_Chu,Lilly USA LLC,No,No,Contract,,Kristen Baptiste, ,,OGA Setup Complete,2014-02-15 04:00:06,2014-02-13 08:00:00,2014-01-30 09:58:42,,2013-10-15 16:38:20,2014-02-13 09:20:40,0,100097291,,,No,Interventional,SM.ARD Administration,Phase 3,Yes,No,Yes,Yes,No,No,2014-01-03 08:00:00,2016-01-01 08:00:00,Full Board,2016-01-05 22:16:59,2016-01-05 08:00:00,No,2013-11-19 16:46:58,,Yes
DR00000030,,,Confidentiality Agreement,Hanmi HNI1126C-HM1126 CDA OHSU_Ahmann,DO NOT USE-Pharmaceutical Research Associates Inc,No,No,Contract,,Jennifer Mair,Andrew Ahmann,,Withdrawn,2014-04-11 12:44:00,,,2013-10-16 07:00:00,2013-10-15 17:02:33,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000177,,,Confidentiality Agreement,EvergreenHealth CDA OHSU_Cameron,EvergreenHealth,No,No,Contract,,Jennifer Mair,Michelle Cameron,,Withdrawn,2014-03-17 09:47:36,,,2014-03-17 17:15:00,2014-02-28 22:55:57,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000245,,,Confidentiality Agreement,InspireMD (Medpace) IMD-10 CDA OHSU_Gupta,InspireMD Inc,No,No,Contract,,Kristen Baptiste,Saurabh Gupta,,CDA Fully Executed,2014-04-30 14:48:24,2014-04-30 22:48:23,2014-04-28 13:57:37,2014-04-28 19:08:00,2014-04-16 16:54:29,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000294,,,Confidentiality Agreement,Novartis LEE011 CDA OHSU_Davis,Novartis Pharmaceuticals Corporation,No,No,Contract,,Jacqueline Brown,Lara Davis,,CDA Fully Executed,2014-06-25 09:50:55,2014-06-25 17:50:55,2014-06-03 00:00:00,2014-05-19 20:47:00,2014-05-19 17:29:57,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000313,IRB00010699,CRS00000481,Contract,Novartis LCI699C2301-3101 CTRF OHSU_Fleseriu,Novartis Pharmaceuticals Corporation,Yes,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2015-06-26 03:00:04,2015-06-24 15:33:11,2015-06-01 12:10:25,,2014-06-03 19:23:04,2015-06-24 07:33:13,0,100096583,,,No,Expanded Access,SM.Neurosurgery Research,N/A,Yes,No,Yes,Yes,No,No,2015-03-27 07:00:00,2019-02-15 08:00:00,Full Board,2017-10-27 20:55:00,,No,2015-03-18 10:36:03,Yes,Yes
DR00000320,,,Confidentiality Agreement,Acorda Diazepam DZNS-EP-1019 CDA OHSU_Spencer,Acorda Therapeutics Inc,No,No,Contract,,Jennifer Mair,David Spencer,,CDA Fully Executed,2014-10-24 08:34:28,2014-10-24 16:34:27,2014-10-22 11:50:00,2014-06-06 23:13:00,2014-06-06 18:58:26,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000339,IRB00010646,CRS00000408,Amendment,Eisai E7080 IND Am 1 to Letter Agmt OHSU_Taylor,Eisai Inc,No,No,Contract,,Jacqueline Brown, ,,Amendment Fully Executed,2014-07-28 15:55:17,2014-07-28 23:55:15,2014-06-24 17:24:30,2014-06-19 07:00:00,2014-06-19 20:51:00,,0,700010646,,,No,Expanded Access,SM.Knight Clinical Trials,N/A,Yes,No,Yes,Yes,No,No,2014-04-24 07:00:00,2016-03-30 07:00:00,Full Board,2015-09-01 02:48:04,2015-08-31 07:00:00,Yes,2014-04-16 15:13:28,,Yes
DR00000346,,,Confidentiality Agreement,OPKO CTAP101 CDA OHSU_Beer,OPKO Biologics Ltd,No,No,Contract,,Jacqueline Brown,Tomasz Beer,,CDA Fully Executed,2014-07-09 16:09:59,2014-07-10 00:09:58,2014-07-09 16:27:47,2014-07-03 22:04:00,2014-07-02 22:44:06,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000009,IRB00010035,CRS00000041,Contract,Bolton Medical Relay PAS CTA OHSU_Landry Template ,Bolton Medical Inc,No,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2014-05-29 03:00:03,2014-05-20 07:00:00,2014-02-24 17:32:14,2014-02-06 08:00:00,2013-09-27 17:29:45,2014-05-21 09:11:58,0,700010035,,,No,Observational,SM.Surg Vascular,N/A,No,No,Yes,No,No,No,2013-10-28 07:00:00,2016-02-09 20:42:00,Expedited,2016-02-09 20:42:00,,No,2013-09-19 17:11:01,No,Yes
DR00000308,,,Confidentiality Agreement,BMS CA209-214_936558 CDA OHSU_Ryan,Bristol-Myers Squibb Company,No,No,Contract,,Jacqueline Brown,Christopher Ryan,,CDA Fully Executed,2014-06-09 10:03:15,2014-06-09 18:03:14,2014-06-09 11:00:53,2014-06-02 17:49:00,2014-05-30 22:15:26,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000351,,,Confidentiality Agreement,Amgen 20101221 CDA OHSU_Recht,Amgen Inc,No,No,Contract,,Kristen Baptiste,Michael Recht,,CDA Fully Executed,2014-07-11 09:10:51,2014-07-11 17:10:50,2014-07-11 07:50:36,2014-07-11 14:50:00,2014-07-10 23:37:49,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000375,IRB00010479,CRS00001072,Contract,Sotio SP005 Viable CTA OHSU_Beer,SOTIO,No,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2015-01-14 04:00:05,2014-11-14 08:00:00,2014-12-16 01:00:00,2014-10-01 07:00:00,2014-08-05 18:43:05,2015-01-12 14:23:43,0,100096832,,,No,Interventional,SM.Knight Prostate Program,Phase 3,Yes,No,Yes,Yes,No,No,2014-09-11 07:00:00,2018-08-09 07:00:00,Full Board,2017-11-11 12:30:00,,Yes,2014-08-04 11:13:30,Yes,Yes
DR00000423,,,Confidentiality Agreement,Eisai E2007 MARS Epilepsy Program CDA OHSU_Roberts,Eisai Inc,No,No,Contract,,Kristen Baptiste,Colin Roberts,,CDA Fully Executed,2016-01-07 10:47:21,2016-01-06 08:00:00,2016-01-05 09:57:08,2014-09-10 20:12:00,2014-09-05 18:23:56,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000429,,,Confidentiality Agreement,PCCTC Washington Univ. CDA OHSU_Beer,Washington University,No,No,Contract,,Emily Purdin,Tomasz Beer,,CDA Fully Executed,2014-10-28 08:44:48,2014-10-28 16:44:47,2014-09-08 00:00:00,2014-09-05 07:00:00,2014-09-05 23:54:17,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000430,IRB00010871,CRS00000822,Contract,Gilead GS-US-356-0101 CTA OHSU_Kron,Gilead Sciences Inc,Yes,No,Contract,,Kristen Baptiste, ,,OGA Setup Complete,2015-02-18 04:00:04,2015-01-05 08:00:00,2014-12-10 14:46:52,2014-10-06 16:39:00,2014-09-08 19:04:17,2015-02-13 14:14:01,0,100096797,,,No,Interventional,SM.Knight Cardiovascular Institute,Phase 2,Yes,No,Yes,Yes,No,No,2014-09-30 07:00:00,2016-07-12 19:03:00,Full Board,2016-07-12 19:03:00,,No,2014-09-08 10:56:11,Yes,Yes
DR00000446,,,Confidentiality Agreement,AstraZeneca D5570C00002-Pramlintide Study (B) 002 CDA OHSU_Riddle,AstraZeneca LP,No,No,Contract,,Kristen Baptiste,Matthew Riddle,,CDA Fully Executed,2014-09-18 13:14:32,2014-09-18 21:14:31,2014-09-18 14:13:19,2014-09-17 07:00:00,2014-09-17 21:18:13,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000456,,,Confidentiality Agreement,Lexicon (Covance) LX4211 CDA OHSU_Ahmann,Lexicon Pharmaceuticals Inc,No,No,Contract,,Kristen Baptiste,Andrew Ahmann,,CDA Fully Executed,2015-02-27 16:40:32,2015-02-28 00:40:31,2014-10-15 08:54:34,2014-09-24 19:25:00,2014-09-24 17:27:23,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000382,,,Confidentiality Agreement,GSK 201187 CDA OHSU_Ryan,GlaxoSmithKline LLC,No,No,Contract,,Jacqueline Brown,Christopher Ryan,,CDA Fully Executed,2014-08-22 11:06:37,2014-08-22 19:06:36,2014-08-13 10:54:49,2014-08-08 21:35:00,2014-08-07 20:09:20,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000463,IRB00011038,CRS00001286,Contract,Duke University: Cempra Soli 1b,Cempra Pharmaceuticals Inc,No,No,Contract,,Kristen Baptiste, ,,Withdrawn,2014-10-08 14:51:35,,,,2014-09-30 18:59:58,,0,100096783,,,No,Interventional,SM.Peds Nephr,Phase 1,Yes,No,Yes,Yes,No,No,2014-12-22 08:00:00,2016-12-08 23:56:00,Full Board,2016-12-08 23:56:00,,No,2014-09-29 10:39:31,Yes,Yes
