"Project ID","Project PI: Full Name","OCTRI Project Status Change Date","Project Long Title","OCTRI Project Status","CTRC Status","Project Funding ID","Funding Award: Funding Award ID","Funding Award: Funding Source Name","Funding Award: Activity Type","Funding Award: Funding Type","Funding Award: Funding Status","Funding Award: Record Type","Funding Award: Reason OGA Not Set Up","Funding Award: Award Owning Org","Funding Award: OGA Award Number","Funding Award: Originating Sponsor","Funding Award: Originating Sponsor Type"
"PRJ-4499","Matthew Taylor","12/16/2013","A Phase I, open-label, multiple-ascending dose trial investigate the safety, tolerability, pharmacokinetics, biological & clinical activity of MSB0010718C in subjects w/ metastatic or locally advanced solid tumors & expansion to selected indications.","Withdrawn","","ProjFund-4232","FA-07101","EMD Serono Inc","Not Applicable","Industry","Not Awarded","Non-OGA Award","","","","",""
"PRJ-5550","Matthew Taylor","4/20/2016","A Phase Ib/II Open-label, Multi-center Study of the Safety and Efficacy of IMCgp100 in Combination with Durvalumab (MEDI4736) or Tremelimumab or the Combination of Durvalumab and Tremelimumab Compared to IMCgp100 Alone in Patients with Advanced Melanoma","Approved Pre-IRB","Pending","ProjFund-5657","FA-10101","Immunocore","","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-2491","Matthew Taylor","7/18/2016","A Phase 1 Study of Oral Carboxyamidotriazole Orotate (CTO) Titrated as a Single Agent in Patients with Advanced or Metastatic Solid Tumors and Titrated in Combination Therapy with Temodar® in Patients with Glioblastom Multiforme","Complete","Terminated","ProjFund-2961","FA-03930","Tactical Therapeutics, Inc.","","Industry","Awarded","OGA Award","","SM.Knight Phase I Clinical Trials","ACNCR0341","",""
"PRJ-5354","Matthew Taylor","2/17/2016","A Multicenter, Open-Label Phase 1b/2 Trial of Lenvatinib (E7080) Plus Pembrolizumab in Subjects With Selected Solid Tumors","Approved Post-IRB","N/A No CTRC Services","ProjFund-5519","FA-09225","Eisai Inc","","Industry","Awarded","OGA Award","","SM.Knight Phase I Clinical Trials","ACNCR0652","",""
"PRJ-5012","Matthew Taylor","1/21/2016","A Phase II Study of Combination Treatment with HF10, a Replication-competent HSV-1 Oncolytic Virus, and Ipilimumab in Patients with Stage IIIB, Stage IIIC, or Stage IV Unresected or Metastatic Malignant Melanoma","Approved Post-IRB","Closed to Entry","ProjFund-5055","FA-08898","Takara Bio Inc","Not Applicable","Industry","Awarded","OGA Award","","SM.Knight Clin Trial Administration","ACNCR0631","",""
"PRJ-5012","Matthew Taylor","1/21/2016","A Phase II Study of Combination Treatment with HF10, a Replication-competent HSV-1 Oncolytic Virus, and Ipilimumab in Patients with Stage IIIB, Stage IIIC, or Stage IV Unresected or Metastatic Malignant Melanoma","Approved Post-IRB","Closed to Entry","ProjFund-4838","FA-08496","Takeda Pharmaceuticals North America, Inc","Not Applicable","Industry","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-4729","Christopher Chien","5/11/2017","Significance of hemodynamics following left ventricular assist device implant","Administrative Hold","N/A No CTRC Services","ProjFund-4480","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5081","Rebecca Wynn Voorheis","1/29/2015","Small molecule VMAT2 inhibitors for the treatment of methamphetamine addiction","Proposal Development","N/A No CTRC Services","ProjFund-4961","FA-08747","Business Oregon","Not Applicable","State Oregon","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-5976","Rebekah Weil","3/6/2017","Rating Characteristics of Effective Outpatient Clinic Preceptors for Internal Medicine Residents","Approved Post-IRB","N/A No CTRC Services","ProjFund-6111","FA-07084","RSNA Research & Education Foundation","Need to Determine","Foundation","Not Awarded","Non-OGA Award","","","","",""
"PRJ-5668","Tammy Wisco","7/18/2016","Elementary School Sun Safety Science Curriculum and Sun Hat Program","Approved Post-IRB","N/A No CTRC Services","ProjFund-5776","FA-09308","OHSU Fnd","","Foundation","Awarded","OGA Award","","SM.Knight Regional Outreach","ACNCR0659","",""
"PRJ-5099","Janice Wang","6/5/2015","Assessment of Phototherapy on Circardiam Rhythm and Delirium in Medical ICU Patients","Approved Pre-IRB","Pending","ProjFund-4999","FA-08815","Service Guild of Long Island Jewish Medical Center","Not Applicable","Foundation","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-5964","Alyssa Colwill","5/2/2017","Opioid Analgesia for Medical Abortion: A Randomized Controlled Trial","Approved Post-IRB","N/A No CTRC Services","ProjFund-6097","FA-11040","Society of Family Planning (SFP)","Need to Determine","Foundation","Pre-Award","Non-OGA Award","","","","",""
"PRJ-5107","Jennifer Barton","8/8/2016","PVAMC/OHSU (J): Goal concordance in rheumatoid arthritis: a survey study","Approved Post-IRB","N/A No CTRC Services","ProjFund-5092","FA-08975","DHHS NIH Natl Inst of Arth & Mus & Skin Diseases","K23","Federal DHHS Individual Draw","Awarded","OGA Award","","SM.ARD Administration","AARTH0093","",""
"PRJ-5985","Carolyn Piszczek","3/14/2017","Social media use among gynecologic pain patients","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6119","FA-11093","Society of Gynecologic Surgeons","Not Applicable","Foundation","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-5108","Samer Mattar","6/16/2015","The Six-Month Adjunctive Weight Reduction Therapy (SMART) Trial","Complete","N/A No CTRC Services","ProjFund-5002","FA-08832","Obalon Therapeutics, Inc.","Not Applicable","Industry","Not Awarded","Non-OGA Award","","","","",""
"PRJ-5214","Pepper Schedin","2/23/2016","Liver imaging across pregnancy and weaning to investigate postpartum liver involution","Approved Post-IRB","Active","ProjFund-5578","FA-09860","Oregon Health & Science Univ","Not Applicable","Defined Research Account","Awarded","OGA Award","","SM.CDBIO Admin","ACEBD0183","",""
"PRJ-5117","Pepper Schedin","2/27/2015","Schedin Lab repository - Draft Title","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5010","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5356","Jessica Middaugh","1/13/2017","Voice perception in postlingually deafened cochlear implant users","Approved Post-IRB","N/A No CTRC Services","ProjFund-5352","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5090","Jessica Middaugh","12/23/2015","The Measurement of Distortion Product Otoacoustic Emissions (DPOAEs) in Pediatric Patients with Velocardiofacial Syndrome","Complete","N/A No CTRC Services","ProjFund-4973","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5104","Eva Patil","11/15/2016","Pressure dynamics in the non-gravid uterus: Development of an intrauterine pressure threshold to confirm tubal occlusion after nonsurgical permanent contraception","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5137","FA-08914","Society of Family Planning (SFP)","Not Applicable","Foundation","Awarded","OGA Award","","SM.OB/GYN Generalist Division","AOBGY0290","",""
"PRJ-5104","Eva Patil","11/15/2016","Pressure dynamics in the non-gravid uterus: Development of an intrauterine pressure threshold to confirm tubal occlusion after nonsurgical permanent contraception","Approved Pre-IRB","N/A No CTRC Services","ProjFund-4992","FA-08799","Society of Family Planning (SFP)","Not Applicable","Foundation","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-4463","Eriko Onishi","4/28/2015","Comparing the opioid prescribing-patterns of providers treating acute and chronic non-cancer pain in the United States and Japan","Approved Post-IRB","N/A No CTRC Services","ProjFund-4185","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4583","Christine Swanson","1/9/2015","Effects of prolonged sleep restriction and nocturnal hypoxia on bone turnover markers and osteocyte markers","Approved Non-IRB","Post Termination ? For CTRC Tracking Purposes","ProjFund-4883","FA-06444","Medical Research Foundation of Oregon","","Foundation","Awarded","OGA Award","","SM.Endocrinology, Section of Bone & Mineral","AEDCN0312","",""
"PRJ-4583","Christine Swanson","1/9/2015","Effects of prolonged sleep restriction and nocturnal hypoxia on bone turnover markers and osteocyte markers","Approved Non-IRB","Post Termination ? For CTRC Tracking Purposes","ProjFund-4882","FA-08583","Medical Research Foundation of Oregon","Not Applicable","Foundation","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-5203","Katie Schenning","5/21/2015","Role of Sex and APOE4","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5113","FA-01974","DHHS NIH Natl Inst of Child Hlth & Human Dvlp","K12","Federal DHHS LOC","Awarded","OGA Award","","AA.Career Development and Mentoring","ASMMI0177","",""
"PRJ-5358","Michelle Hribar","10/12/2015","MODELING AND OPTIMIZATION OF CLINICAL PROCESSES USING EHR DATA","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5436","FA-09462","DHHS NIH Natl Library of Medicine","K99","Federal DHHS Individual Draw","Awarded","OGA Award","","SM.Medical Informatics & Clinical Epidemiology","ASMMI0228","",""
"PRJ-4458","Caroline Hostetler","11/5/2013","Social influences on naltrexone treatment of alcohol drinking in the prairie vole","Complete","N/A No CTRC Services","ProjFund-4178","FA-06981","DHHS NIH Natl Inst on Alcohol Abuse and Alcoholism","K99","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4561","Kate Gustafson","12/22/2014","Characterization of provider management strategies for elderly CKD patients followed in primary care versus nephrology clinic","Complete","N/A No CTRC Services","ProjFund-4304","FA-07108","American Society of Nephrology","Not Applicable","Foundation","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4561","Kate Gustafson","12/22/2014","Characterization of provider management strategies for elderly CKD patients followed in primary care versus nephrology clinic","Complete","N/A No CTRC Services","ProjFund-4302","FA-06782","Medical Research Foundation of Oregon","Not Applicable","Foundation","Not Awarded","Non-OGA Award","","","","",""
"PRJ-5074","Kate Gustafson","12/9/2016","Chronic Kidney Disease in the elderly: Outpatient management and the impact on patient-important outcomes","Complete","N/A No CTRC Services","ProjFund-4954","FA-08736","Dean's Fund for Research Collaboration","Not Applicable","Academic Institution/Univ","Not Awarded","Non-OGA Award","","","","",""
"PRJ-5239","Alexandra Cornell","7/29/2015","OPTIMIZing Treatment for Early Pseudomonas aeruginosa Infection in Cystic Fibrosis: The OPTIMIZE Multicenter, Placebo-Controlled, Double-Blind, Randomized Trial (OPTIMIZE-IP-12)","Approved Post-IRB","Closed to Entry","ProjFund-5316","FA-06446","Seattle Children's Research Institute","Not Applicable","Federal DHHS NON LOC","Awarded","OGA Award","","SM.Pediatric Pulmonary","APEDI0845A","DHHS NIH Natl Heart, Lung, and Blood Inst","Federal"
"PRJ-5376","Alexandra Cornell","4/4/2016","VX15-809-110: A Phase 3, Rollover Study to Evaluate the Safety and Efficacy of Long-term Treatment with
Lumacaftor in Combination With Ivacaftor in Subjects Aged 6 Years and Older With Cystic Fibrosis, Homozygous for
the F508del CFTR Mutation","Approved Post-IRB","Active","ProjFund-5619","FA-09403","Vertex Pharmaceuticals Inc","Not Applicable","Industry","Awarded","OGA Award","","SM.Pediatric Pulmonary","APEDI0944","",""
"PRJ-5832","Alexandra Cornell","3/8/2017","Identifying risk factors for Cystic Fibrosis Related Diabetes in Children and Adolescents with Cystic","Approved Post-IRB","N/A No CTRC Services","ProjFund-5908","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5187","Alexandra Cornell","11/11/2016","A Phase 3, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy and Safety of Lumacaftor in Combination With Ivacaftor in Subjects Aged 6 Through 11 Years With Cystic Fibrosis, Homozygous for the F508del-CFTR Mutation","Complete","Terminated","ProjFund-5310","FA-09403","Vertex Pharmaceuticals Inc","Not Applicable","Industry","Awarded","OGA Award","","SM.Pediatric Pulmonary","APEDI0944","",""
"PRJ-5028","Alexandra Cornell","5/28/2015","SHIP - Saline Hypertonic in Preschoolers","Approved Post-IRB","Closed to Entry","ProjFund-5142","FA-08606","Cystic Fibrosis Foundation Therapeutics Inc","Not Applicable","Foundation","Awarded","OGA Award","","SM.Pediatric Pulmonary","APEDI0892","",""
"PRJ-5028","Alexandra Cornell","5/28/2015","SHIP - Saline Hypertonic in Preschoolers","Approved Post-IRB","Closed to Entry","ProjFund-4875","FA-08572","Cystic Fibrosis Foundation Therapeutics Inc","Not Applicable","Foundation","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-6075","Alexandra Cornell","6/6/2017","A Phase III, Randomized, Double-Blind, Placebo-Controlled Study of AeroVanc for the Treatment of Persistent Methicillin-Resistant Staphylococcus aureus Lung Infection in Cystic Fibrosis Patients","Approved Pre-IRB","Pending","ProjFund-6205","FA-11312","Savara Inc.","","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-4440","Cathy Emeis","10/16/2013","Breastfeeding outcomes in Women after Cesarean Delivery","Complete","N/A No CTRC Services","ProjFund-5231","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5665","Cathy Emeis","6/23/2017","Biobehavioral Lactation Outcomes Following Oxytocin Administration During Parturition","Approved Post-IRB","N/A No CTRC Services","ProjFund-5773","FA-10333","OHSU School of Nursing","","OHSU Internal Funding","Awarded","OGA Award","","SN.Nursing Research Instruction","ASONO0421","",""
"PRJ-4744","Eric Anderson","6/30/2014","Safety and efficacy of nab®-paclitaxel (Abraxane®) in combination with carboplatin as first line treatment in elderly subjects with advanced non-small cell lung cancer (NSCLC): A Phase IV, randomized, open-label, multicenter study","Complete","N/A No CTRC Services","ProjFund-5043","FA-08711","Celgene Corporation","","Industry","Awarded","OGA Award","","SM.Knight Comm Onc Clin Trials","ACNCR0619","",""
"PRJ-4744","Eric Anderson","6/30/2014","Safety and efficacy of nab®-paclitaxel (Abraxane®) in combination with carboplatin as first line treatment in elderly subjects with advanced non-small cell lung cancer (NSCLC): A Phase IV, randomized, open-label, multicenter study","Complete","N/A No CTRC Services","ProjFund-4613","FA-08341","Celgene Corporation","Not Applicable","Industry","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-4243","Laura Newell","5/3/2013","Angiogenic hormones in pregnancy and in post-hematopoietic cell transplant (HCT) immune responses","Approved Post-IRB","Closed to Entry","ProjFund-6306","FA-11605","DHHS NIH Natl Inst of Child Hlth & Human Dvlp","K23","Federal NIH","Not Submitted","Non-OGA Award","","","","",""
"PRJ-4243","Laura Newell","5/3/2013","Angiogenic hormones in pregnancy and in post-hematopoietic cell transplant (HCT) immune responses","Approved Post-IRB","Closed to Entry","ProjFund-4035","FA-03883","University of British Columbia","","Foreign University","Awarded","OGA Award","","SM.Knight CHM Clin Trials","ACNCR0467","Canadian Institutes of Health Research","Foreign"
"PRJ-4243","Laura Newell","5/3/2013","Angiogenic hormones in pregnancy and in post-hematopoietic cell transplant (HCT) immune responses","Approved Post-IRB","Closed to Entry","ProjFund-4034","FA-01858","Medical Research Foundation of Oregon","","Foundation","Awarded","OGA Award","","SM.Knight Hem/Onc CHM","ACNCR0472","",""
"PRJ-4243","Laura Newell","5/3/2013","Angiogenic hormones in pregnancy and in post-hematopoietic cell transplant (HCT) immune responses","Approved Post-IRB","Closed to Entry","ProjFund-4240","FA-02420","DHHS NIH Natl Inst of Child Hlth & Human Dvlp","K12","Federal DHHS LOC","Awarded","OGA Award","","SM.OB/GYN Research Administration","AOBGY0148","",""
"PRJ-4592","Laura Newell","2/26/2014","PIGF enhances viral-induced innate immune inflammatory responses in human mononuclear phagocytes: a potential mechanism for virus related morbidity and mortality in pregnancy","Approved Pre-IRB","N/A No CTRC Services","ProjFund-4793","FA-01974","DHHS NIH Natl Inst of Child Hlth & Human Dvlp","K12","Federal DHHS LOC","Awarded","OGA Award","","AA.Career Development and Mentoring","ASMMI0177","",""
"PRJ-4592","Laura Newell","2/26/2014","PIGF enhances viral-induced innate immune inflammatory responses in human mononuclear phagocytes: a potential mechanism for virus related morbidity and mortality in pregnancy","Approved Pre-IRB","N/A No CTRC Services","ProjFund-4348","FA-06916","DHHS NIH Natl Inst of Child Hlth & Human Dvlp","K12","Federal","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
